,Period,Year,Month,Location,Gender,Age-group,Occupation,Income Level,"Personal Hygiene (eg Soap, toothpaste)",Cleaning products,Long lasting (dry) groceries,"Fresh groceries (Fruits, vegetables)",Medicines/Natural remedies,Alcohol beverages,Skin care (eg. Body lotion),Hair care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Electronics (eg Phone, Computers)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime/Data bundles
4379,2022-02-20,2022,2,N50,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Not sure,Same,Same,Not sure,Less,Same,Less,Less
4380,2022-02-20,2022,2,N50,Female,Millennials,Salaried employee,Low Income,Same,Less,Less,Same,Less,Less,Same,Same,Less,Less,Less,Less,Less
4381,2022-02-20,2022,2,N50,Female,Millennials,Salaried employee,Low Income,Same,Same,Less,Same,Less,Not sure,Less,Less,Not sure,Not sure,Less,Less,Less
4382,2022-02-20,2022,2,N50,Male,Gen X,Salaried employee,Low Income,Same,Same,Less,Same,Less,Not sure,Less,Less,Less,Less,Not sure,Less,Less
4383,2022-02-20,2022,2,N50,Male,Gen X,Salaried employee,Low Income,Same,Same,Not sure,Less,Less,Not sure,Not sure,Not sure,Not sure,Less,Less,Less,Less
4384,2022-02-20,2022,2,N50,Female,Gen Z,Salaried employee,Low Income,Same,Less,Not sure,Less,Not sure,Not sure,Less,Less,Less,Not sure,Less,Less,Less
4385,2022-02-20,2022,2,N50,Male,Gen X,Salaried employee,Low Income,Same,Less,Less,Same,Less,Not sure,Not sure,Same,Less,Less,Less,Same,Same
4386,2022-02-20,2022,2,N50,Female,Millennials,Salaried employee,Low Income,Same,Less,Not sure,Less,Same,Not sure,Same,Same,Less,Less,Less,Less,Less
4387,2022-02-20,2022,2,N50,Male,Millennials,Salaried employee,Low Income,More,More,More,Same,Same,Not sure,More,Same,Less,Less,Less,Same,Same
4388,2022-02-20,2022,2,N6,Male,Gen X,Salaried employee,Low Income,More,More,More,Same,Same,Same,Same,Same,Less,Less,Same,Less,More
4389,2022-02-20,2022,2,N6,Female,Baby Boomers,Salaried employee,Low Income,More,More,Same,Same,More,Same,Same,Same,Same,Same,Same,Same,More
4390,2022-02-20,2022,2,N6,Female,Gen X,Salaried employee,Low Income,More,More,Same,Same,More,Less,Same,Same,Same,Same,Same,Same,More
4391,2022-02-20,2022,2,N6,Male,Baby Boomers,Salaried employee,Low Income,More,More,More,More,More,Less,Less,Less,Less,Less,Less,Less,More
4393,2022-02-20,2022,2,N6,Male,Baby Boomers,Salaried employee,Low Income,More,More,More,More,More,Less,Less,Less,Less,Less,Less,Less,Less
4394,2022-02-20,2022,2,N6,Male,Millennials,Salaried employee,Low Income,More,More,More,More,More,Less,Less,Less,Less,Less,Less,Less,More
4395,2022-02-20,2022,2,N6,Female,Baby Boomers,Salaried employee,Low Income,More,More,More,More,More,Less,Less,Same,Same,Less,Same,Same,More
4396,2022-02-20,2022,2,N6,Male,Gen Z,Salaried employee,Low Income,More,More,More,More,More,Less,Less,Same,Same,Same,Same,Same,Same
4397,2022-02-20,2022,2,N6,Female,Baby Boomers,Salaried employee,Low Income,More,More,More,More,More,Less,Same,Same,Same,Less,Less,Same,Same
4398,2022-02-20,2022,2,N6,Female,Millennials,Salaried employee,Low Income,More,More,More,More,More,Less,Less,Less,Less,Less,Same,Same,Same
4399,2022-02-20,2022,2,N6,Male,Millennials,Salaried employee,Low Income,More,More,More,More,More,Less,Less,Less,Same,Less,Same,Same,More
4400,2022-02-20,2022,2,N6,Female,Millennials,Salaried employee,Low Income,More,More,More,More,More,Less,Same,Same,Less,Less,Same,Same,More
4401,2022-02-20,2022,2,N6,Female,Gen Z,Salaried employee,Middle Income,More,More,More,More,More,Less,Same,Same,Same,Same,Same,Same,More
4402,2022-02-20,2022,2,N6,Male,Baby Boomers,Salaried employee,Middle Income,More,More,More,More,More,Same,Less,Less,Same,Same,Same,Same,Same
4403,2022-02-20,2022,2,N8,Male,Millennials,Salaried employee,Middle Income,Less,Same,More,Not sure,More,Less,Same,More,Not sure,More,Same,Same,Same
4404,2022-02-20,2022,2,N8,Male,Gen Z,Salaried employee,Middle Income,Same,More,More,Same,More,Same,Same,More,More,Same,More,Not sure,Not sure
4405,2022-02-20,2022,2,N8,Male,Gen X,Salaried employee,Middle Income,Same,Same,More,More,More,Same,Same,Same,Same,More,More,More,More
4406,2022-02-20,2022,2,N8,Male,Gen X,Salaried employee,Middle Income,Same,Same,More,More,Same,Same,More,More,Same,Same,Same,More,More
4407,2022-02-20,2022,2,N8,Male,Baby Boomers,Salaried employee,Middle Income,Same,Same,More,More,Same,More,More,Same,Same,Same,More,More,Same
4408,2022-02-20,2022,2,N8,Male,Millennials,Salaried employee,High Income,More,More,More,More,More,More,Not sure,Not sure,Not sure,More,More,More,Same
4409,2022-02-20,2022,2,N8,Male,Gen X,Salaried employee,Middle Income,Same,More,Not sure,Not sure,Same,Same,More,Not sure,Less,Same,More,Not sure,More
4410,2022-02-20,2022,2,N8,Female,Gen X,Salaried employee,Middle Income,Same,More,Same,More,More,Same,More,More,Same,Same,More,Same,Same
4411,2022-02-20,2022,2,N8,Female,Gen Z,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
4412,2022-02-20,2022,2,N8,Female,Millennials,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,More,More,More,More
4413,2022-02-20,2022,2,N8,Female,Millennials,Salaried employee,Middle Income,More,More,More,More,More,Same,Same,Less,Less,Same,Same,Less,Less
4414,2022-02-20,2022,2,N8,Female,Gen X,Salaried employee,High Income,More,More,More,More,More,More,More,More,More,More,More,More,More
4415,2022-02-20,2022,2,N8,Female,Baby Boomers,Salaried employee,Middle Income,Same,More,Same,More,More,More,Same,More,Same,More,Same,More,Same
4416,2022-02-20,2022,2,N8,Female,Baby Boomers,Salaried employee,High Income,Same,Same,More,More,Same,Same,Same,More,More,Same,Same,More,More
4417,2022-02-20,2022,2,N8,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
4418,2022-02-20,2022,2,N9,Male,Millennials,Salaried employee,Middle Income,Same,More,Same,Less,Same,Less,Same,Same,More,Same,Less,Same,Same
4419,2022-02-20,2022,2,N9,Female,Millennials,Salaried employee,Middle Income,Same,More,More,Same,Same,Same,More,Same,More,Same,Same,More,More
4420,2022-02-20,2022,2,N9,Female,Gen Z,Salaried employee,Middle Income,More,Same,Less,Same,Less,Same,Same,More,Same,More,Same,More,More
4421,2022-02-20,2022,2,N9,Male,Gen X,Salaried employee,Middle Income,More,More,Less,Same,Same,Less,Same,Same,Less,Less,Same,Less,More
4422,2022-02-20,2022,2,N9,Female,Millennials,Salaried employee,Low Income,More,Same,Less,Same,More,Less,Same,More,More,Same,Less,Same,More
4423,2022-02-20,2022,2,N9,Female,Millennials,Salaried employee,Low Income,More,Same,Less,Less,More,Same,Less,Less,Same,More,Same,Same,Same
4424,2022-02-20,2022,2,N9,Male,Millennials,Salaried employee,Low Income,More,Same,Less,More,More,Not sure,Same,Less,Same,More,Not sure,More,Not sure
4425,2022-02-20,2022,2,N9,Male,Gen X,Salaried employee,Middle Income,More,More,Same,More,Same,Not sure,Same,Less,Same,More,Less,Same,Same
4426,2022-02-20,2022,2,N9,Male,Millennials,Salaried employee,Middle Income,Less,Same,More,More,Same,Same,More,Same,More,Same,More,Less,More
4427,2022-02-20,2022,2,N9,Male,Gen X,Salaried employee,Middle Income,More,Same,Less,Less,Same,Not sure,More,More,Same,Less,Same,More,Same
4428,2022-02-20,2022,2,N9,Male,Millennials,Salaried employee,Middle Income,More,Same,Less,Less,More,Not sure,More,Same,Less,Same,More,More,Same
4429,2022-02-20,2022,2,N9,Female,Millennials,Salaried employee,Low Income,More,Same,Less,Less,Less,More,Same,Less,Same,Same,Less,Same,More
4430,2022-02-20,2022,2,N9,Male,Millennials,Salaried employee,Middle Income,More,Same,Less,Same,Less,More,More,Same,Less,Same,More,Less,More
4431,2022-02-20,2022,2,NK1,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,More,Less,Less,Same,Same,Less,Less,Same,Same,Same
4432,2022-02-20,2022,2,NK1,Male,Gen X,Salaried employee,Middle Income,Same,More,Same,More,More,Not sure,Same,Same,Less,Less,Same,Less,Same
4433,2022-02-20,2022,2,NK1,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Not sure,Same,Same,Same,Less,Less,Less,Same
4434,2022-02-20,2022,2,NK1,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Not sure,Same,Less,Less,Less,Same,Less,Same
4435,2022-02-20,2022,2,NK1,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Not sure,Same,Less,More
4436,2022-02-20,2022,2,NK1,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,More,Less,Less,Not sure,Not sure,Less,Not sure,Not sure,Less,More
4437,2022-02-20,2022,2,NK1,Female,Gen X,Salaried employee,Low Income,Same,Same,More,More,Less,Less,Less,Less,Less,Less,Less,Less,More
4438,2022-02-20,2022,2,NK1,Male,Baby Boomers,Salaried employee,High Income,More,More,More,More,More,Same,Same,Less,Same,Less,Less,Same,More
4439,2022-02-20,2022,2,NK1,Male,Baby Boomers,Salaried employee,High Income,More,More,More,More,More,Not sure,Less,Less,Less,Less,Less,Less,More
4440,2022-02-20,2022,2,NK1,Male,Gen X,Salaried employee,Middle Income,More,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less
4441,2022-02-20,2022,2,NK1,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Not sure,Less,Less,Less,Less,Less,Less,More
4442,2022-02-20,2022,2,NK1,Female,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Same,Not sure,Same,Same,Same,Same,Same,Same,Same
4443,2022-02-20,2022,2,NK1,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Same,Less,Less,Same,Less,Less,Less,More
4444,2022-02-20,2022,2,NK1,Female,Gen X,Salaried employee,Middle Income,Same,Same,More,More,Less,Not sure,Same,Same,Less,Less,Less,Less,More
4445,2022-02-20,2022,2,NK1,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
4446,2022-02-20,2022,2,NK1,Female,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Less,Less,Less,Less,Less,Less,Less,More
4447,2022-02-20,2022,2,NK1,Female,Millennials,Salaried employee,Low Income,Less,Less,Less,Less,Less,Not sure,Less,Less,Less,Less,Less,Less,Same
4448,2022-02-20,2022,2,NK1,Male,Gen X,Salaried employee,Middle Income,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
4449,2022-02-20,2022,2,NK1,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Same,Less,Less,Less,Less,Less,Less,More
4450,2022-02-20,2022,2,NK1,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,More
4451,2022-02-20,2022,2,NK1,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Not sure,Less,Less,Less,Not sure,Less,Less,More
4452,2022-02-20,2022,2,Other,Male,Gen X,Salaried employee,Low Income,More,Same,Less,Less,More,Same,Same,Less,More,Same,Less,More,More
4453,2021-10-20,2021,10,Other,Female,Gen X,Student,Middle Income,Less,Same,More,More,Same,Less,More,Same,Less,Less,Same,More,More
4454,2021-10-20,2021,10,Other,Female,Millennials,Self employed/Contractor,Middle Income,Same,More,Same,More,Same,More,More,Same,More,More,Same,Same,More
4455,2021-10-20,2021,10,M1,Male,Millennials,Self employed/Contractor,Low Income,Same,More,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less
4456,2021-10-20,2021,10,M1,Female,Millennials,Salaried employee,Low Income,More,More,More,Same,Same,Not sure,Same,Same,Same,Same,Same,Same,Same
4457,2021-10-20,2021,10,M1,Female,Millennials,Salaried employee,Low Income,Same,More,More,Same,Same,More,More,More,Same,Same,Same,More,More
4458,2021-10-20,2021,10,M1,Female,Millennials,Salaried employee,Low Income,Less,Same,Same,More,More,Same,Same,Same,Same,Less,Less,Less,Same
4459,2021-10-20,2021,10,M1,Female,Millennials,Salaried employee,Low Income,More,More,More,Same,Same,Same,Same,Same,Same,Same,Same,Same,Less
4460,2021-10-20,2021,10,M1,Female,Gen Z,Unemployed,Low Income,Same,More,Same,Less,More,Less,Same,Same,Less,Not sure,More,Same,More
4461,2021-10-20,2021,10,M1,Female,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,More,Same,Same,Same,Same,More,More,More,More
4462,2021-10-20,2021,10,N1,Female,Gen Z,Student,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
4464,2021-10-20,2021,10,N1,Male,Gen Z,Student,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
4465,2021-10-20,2021,10,N1,Female,Millennials,Salaried employee,Low Income,More,More,Same,Same,Same,More,More,More,More,Same,Same,Same,Same
4466,2021-10-20,2021,10,N1,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
4467,2021-10-20,2021,10,N1,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
4468,2021-10-20,2021,10,N1,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
4469,2021-10-20,2021,10,N1,Female,Millennials,Student,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
4470,2021-10-20,2021,10,N1,Female,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Less,Same,Same,Less,Same,Same,Same,Same
4471,2021-10-20,2021,10,N1,Female,Millennials,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,More,More,More,More
4472,2021-10-20,2021,10,N1,Male,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
4475,2021-10-20,2021,10,N1,Female,Millennials,Self employed/Contractor,Low Income,Same,Less,Less,Less,Same,Same,Same,Less,Same,Less,Less,Less,Less
4476,2021-10-20,2021,10,N1,Male,Gen X,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
4477,2021-10-20,2021,10,N1,Male,Millennials,Salaried employee,Low Income,More,More,More,More,More,More,More,More,More,More,More,More,More
4479,2021-10-20,2021,10,N1,Male,Millennials,Business owner,Low Income,More,More,More,More,More,More,More,More,More,More,More,More,More
4481,2021-10-20,2021,10,N1,Male,Millennials,Student,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
4482,2021-10-20,2021,10,N10,Female,Millennials,Salaried employee,Middle Income,Same,Same,Less,Same,Less,Not sure,Less,Less,Less,Same,Less,Less,More
4483,2021-10-20,2021,10,N10,Male,Gen X,Business owner,Middle Income,More,More,Less,Same,Not sure,Not sure,Less,Less,Not sure,Less,Less,Less,Same
4484,2021-10-20,2021,10,N10,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Not sure,Same,Same,Not sure,Not sure,Less,Less,More
4485,2021-10-20,2021,10,N10,Male,Gen X,Salaried employee,Middle Income,Same,Same,Less,Same,Less,Not sure,Less,Less,Not sure,Not sure,Less,Less,More
4486,2021-10-20,2021,10,N10,Female,Millennials,Self employed/Contractor,Middle Income,Same,Less,Less,Same,Less,Not sure,Same,Less,Not sure,Less,Less,Less,More
4487,2021-10-20,2021,10,N10,Male,Millennials,Business owner,Middle Income,Same,Same,Less,Same,Not sure,Less,Less,Less,Less,Less,Less,Less,Same
4488,2021-10-20,2021,10,N10,Female,Gen X,Salaried employee,High Income,Same,Same,Same,More,Not sure,Not sure,Same,Same,Not sure,Same,Same,Less,More
4489,2021-10-20,2021,10,N10,Male,Millennials,Business owner,Middle Income,Less,Less,Less,Same,Not sure,Less,Less,Not sure,Not sure,Less,Same,Same,More
4490,2021-10-20,2021,10,N10,Male,Millennials,Business owner,Middle Income,Less,Less,Less,Same,Not sure,Not sure,Less,Not sure,Not sure,Same,Less,Same,Same
4491,2021-10-20,2021,10,N10,Female,Gen X,Business owner,Middle Income,More,Same,Less,More,Less,Not sure,Same,Less,Not sure,Same,Less,Less,More
4492,2021-10-20,2021,10,N11,Female,Millennials,Salaried employee,Middle Income,More,More,Same,Same,Less,Same,Less,Same,Same,Same,Same,Same,Same
4493,2021-10-20,2021,10,N11,Male,Gen X,Self employed/Contractor,Low Income,More,Same,Same,Same,Same,Same,Not sure,Not sure,Same,Same,Not sure,Same,Same
4494,2021-10-20,2021,10,N11,Male,Millennials,Salaried employee,Middle Income,More,Same,Same,Same,Same,Not sure,Not sure,Not sure,Same,Same,Not sure,Same,More
4495,2021-10-20,2021,10,N11,Female,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Not sure,Same,More,Less,Same,More,Same,Same
4496,2021-10-20,2021,10,N11,Male,Gen X,Business owner,Low Income,More,More,Same,Same,More,Same,Same,Same,Same,Same,Same,Same,Same
4497,2021-10-20,2021,10,N11,Male,Millennials,Salaried employee,Middle Income,Same,Same,Same,More,More,Not sure,Same,More,Same,Same,Same,Same,Same
4498,2021-10-20,2021,10,N11,Female,Millennials,Salaried employee,Middle Income,Same,More,Same,Same,Same,Not sure,Same,More,Same,Same,Same,Same,More
4499,2021-10-20,2021,10,N11,Female,Millennials,Self employed/Contractor,Middle Income,More,More,More,More,Same,Not sure,Same,Same,Same,More,Same,Same,Same
4500,2021-10-20,2021,10,N11,Female,Millennials,Salaried employee,Middle Income,More,More,Same,Same,Same,Not sure,Same,Same,Same,Same,Same,Same,Same
4501,2021-10-20,2021,10,N11,Female,Millennials,Student,Low Income,More,More,More,Same,More,Not sure,Same,Same,Same,Same,Less,Same,More
4502,2021-10-20,2021,10,N11,Male,Millennials,Business owner,Middle Income,More,More,Same,More,Same,Not sure,Same,Not sure,Same,More,Not sure,Same,More
4503,2021-10-20,2021,10,N11,Female,Millennials,Business owner,Middle Income,More,More,Same,Same,Same,Not sure,Same,Same,Same,More,Same,Same,Same
4504,2021-10-20,2021,10,N11,Male,Millennials,Self employed/Contractor,High Income,More,More,More,More,More,Same,Same,Not sure,Same,Same,Not sure,Same,Same
4505,2021-10-20,2021,10,N11,Female,Gen X,Self employed/Contractor,Middle Income,More,More,More,More,Same,Not sure,Same,Same,Less,More,Same,Same,Same
4506,2021-10-20,2021,10,N11,Male,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Same,Not sure,More,Same,More,Same,Not sure,Same,Same
4507,2021-10-20,2021,10,N12,Female,Gen X,Salaried employee,Middle Income,Same,Same,Less,More,Not sure,Not sure,Same,Same,Less,Less,Same,Same,Same
4508,2021-10-20,2021,10,N12,Female,Millennials,Salaried employee,Low Income,Same,Less,Not sure,Same,Less,Same,Same,Same,Less,Same,Same,Same,Same
4509,2021-10-20,2021,10,N12,Male,Millennials,Business owner,Middle Income,Same,Same,Same,More,More,Not sure,Same,Less,Less,Same,Less,Less,Less
4510,2021-10-20,2021,10,N12,Female,Millennials,Student,Middle Income,More,Less,Less,Same,Not sure,Same,More,More,Less,Less,More,Same,Same
4511,2021-10-20,2021,10,N12,Male,Baby Boomers,Unemployed,High Income,More,More,Less,Same,Not sure,Not sure,Same,Less,Less,Less,Same,Less,Same
4512,2021-10-20,2021,10,N12,Male,Millennials,Salaried employee,Middle Income,Same,Less,Less,Same,More,Not sure,Less,Less,Less,Less,Less,Same,Same
4513,2021-10-20,2021,10,N12,Female,Millennials,Salaried employee,High Income,More,More,Same,More,Less,Not sure,More,More,Same,Same,More,More,More
4514,2021-10-20,2021,10,N12,Female,Gen Z,Student,Low Income,Same,Same,Same,Same,Less,Less,More,More,More,Same,More,More,More
4515,2021-10-20,2021,10,N12,Male,Gen X,Self employed/Contractor,High Income,Same,Same,Less,Same,Same,Not sure,Same,Less,Less,Less,Not sure,Less,Same
4516,2021-10-20,2021,10,N12,Female,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Not sure,Not sure,More,More,Less,Less,Same,Same,Same
4517,2021-10-20,2021,10,N12,Male,Baby Boomers,Unemployed,High Income,Less,Less,Less,Same,Less,Not sure,Not sure,Not sure,Not sure,Less,Less,Less,Less
4518,2021-10-20,2021,10,N12,Female,Gen X,Salaried employee,Middle Income,Less,Less,Less,More,Same,Less,More,More,More,Less,Less,Same,Same
4519,2021-10-20,2021,10,N12,Female,Millennials,Salaried employee,Low Income,Same,More,More,More,Same,Same,More,Same,Not sure,Less,Same,Same,Same
4520,2021-10-20,2021,10,N12,Male,Gen X,Self employed/Contractor,High Income,Same,Same,Same,Less,Same,Same,Less,Less,More,More,Less,More,More
4521,2021-10-20,2021,10,N12,Female,Gen X,Self employed/Contractor,High Income,Same,Same,Less,More,Less,Not sure,More,More,Same,Same,More,Same,Same
4522,2021-10-20,2021,10,N13,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,More,Same,Less,Less,Less,Less,Less,Less,Less,Same
4523,2021-10-20,2021,10,N13,Female,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
